H(%)_squared,H(%),protein_polysaccharide_ratio,O(%),Total photosynthetic pigments,BOD,Algal density（×10^5cells/ml),TOC,polysaccharide(%),lipid(%)
-1.0117019867515882,-0.9259828761733333,0.012551739470327145,-0.29445180754770156,-0.08736555888798592,-0.6626035398927944,-0.4135696422728393,-1.2564196246298887,-1.051254613899964,0.165096233
-1.9417734994772473,-2.4318678923672894,0.10018768189053676,-0.7302508475579688,-0.3076201080194311,0.23753711807477532,-0.5887204619066831,-0.4888192746928689,-1.2625794584882881,0.816154811
-1.9586171526255052,-2.473112319645721,-0.26639836972096664,-0.7473038534714147,-0.32818575492303725,-0.7751211221387406,-0.6430637961297395,-0.9713109232247097,-1.0685311482521238,0.88145216
-0.4525237959121899,-0.3080115977936928,-0.7414443867594899,1.0211074349715883,-0.9062216011614469,-0.6626035398927944,-0.6523322926910963,1.6078262525636762,0.5591656955972246,1.533676534
2.5328887384968937,1.9898591062523854,-0.33381878527668096,-0.1541896183363721,2.916903282895674,-0.887638704384687,2.7741329726941975,-0.4493426852675365,0.1547870601233135,13.674
1.4084813005609071,1.244833364018986,-0.182818536195464,-0.0774268006663334,2.969841375549262,-0.6626035398927944,3.0582613489739257,0.1735101701099309,-0.4513316773061791,9.347
0.9196713690541698,0.8853735083934394,-0.6886682868839157,-0.36504445123230467,-0.09896381373299949,-0.887638704384687,-0.47485769461168964,-1.5064380243236608,1.2243077007033052,5.321
1.1131289853097242,1.0307330785961177,-0.5525124603493674,-0.3592143637405297,0.3197283736181089,-0.887638704384687,-0.49772568981989457,-1.1248309932121137,0.951366033227291,10.111
1.2549946516802186,1.1346937541889,-0.6532504117303084,-0.5084646035299994,0.029370956336305876,-0.887638704384687,-0.49270834368134675,-1.445029996328699,0.7884566492541469,8.725
-0.2496231257970567,-0.10820011192891721,-0.9792390193989293,1.782856950806258,-0.7743255412227183,0.46257228256666777,-0.48816630505876607,2.713170756472985,2.6836472243618914,12.859
0.3817065074143879,0.4560916212756528,-0.8369395087771198,0.10728980566978821,0.2392143472458786,0.6876074470585601,1.4221473607469264,1.3797392914395334,0.8284995020374616,1.215
0.7439260536713466,0.749436816146593,-0.30209302433887064,-0.4788283244751227,2.5856872831930557,-0.437568375400902,2.669037252531215,0.7086372712088821,-0.8991613599298331,6.69
1.0390615026669041,0.9755860353811368,-0.5846653694403702,-0.9495107222828654,0.5956000037283393,-0.7751211221387406,0.2631888841090189,-0.39670723270042657,0.16881917092772314,3.988
0.28132617785462505,0.37128566406269886,-0.6504129149379857,-0.8857684314010988,0.5299567688378896,-0.21253321090900956,-0.16854861779184477,-0.585317604399237,0.012070225844319531,0.82
-0.06908291161858808,0.06125732867763811,-0.853081155613596,0.20552677990621745,-0.32938889339243704,-0.437568375400902,-0.2485585578771198,-0.6774296463916794,1.5639874561515104,1.184
0.6912013701620319,0.7078834449368195,-0.3399513037778751,-0.39390338431659777,1.290356323344782,-0.3250507931549558,1.4276922982281977,0.19544160867956034,-0.9267122116311737,6.173
0.8698382792324212,0.8472185482336603,-0.956456750219251,-1.445359663458428,-0.961910870448396,0.6876074470585601,-0.7279855640850176,0.34940030743835687,0.9198793455686164,13.573
0.12974796399070285,0.23998318037197952,-0.7298444928254801,-2.906962597646711,-0.3814732036960777,-0.437568375400902,-0.3404515028916832,0.818148254612773,-1.25971815828216,1.587
0.05138857236579289,0.1704701006892302,-0.5550967148373058,-0.5151692041455409,-0.7582836949640552,-0.7751211221387406,-0.6524116690462627,-0.85141905919028,-0.6934711503334892,4.241
0.17526350412942682,0.27983734605675586,-0.8851092763591768,0.8102040199565874,-0.32643699476194943,-0.21253321090900956,0.3020058230154968,-1.256858253401281,0.899002302664495,1.467
1.0157885728746763,0.958130531794717,-0.5752309524964788,-0.24990022326972666,-0.7326167409501942,-0.437568375400902,-0.622942603056308,-0.48267847189337265,-0.3551603813052264,1.424
1.3138048535437803,1.1771739664611096,-0.2719492574421551,-0.05400928354604856,0.49298031321167096,-0.3250507931549558,0.5349065058393326,0.21401022652230312,-0.7018561921556362,6.97
