O(%),H(%)_squared,protein_polysaccharide_ratio,Chroma,protein(%)_sqrt,H(%)_sqrt,TOC,C_N_ratio,protein(%),COD,P(%),Dry cell weight,electrical conductivity,H_O_interaction,protein(%)_squared,Total photosynthetic pigments_sqrt,phosphate,pH,DO,Total photosynthetic pigments_squared,Algal density（×10^5cells/ml)_log,Total photosynthetic pigments,O_Total photosynthetic pigments_interaction,nitrate nitrogen,TN,protein_Total photosynthetic pigments_interaction,Turbidity,BOD,H(%),Algal density（×10^5cells/ml),polysaccharide(%),S(%),Total photosynthetic pigments_log,protein(%)_log,N conversion rate(%),O(%)_sqrt,protein_H_interaction,N(%),H_Total photosynthetic pigments_interaction,O(%)_squared,protein_O_interaction,ammonia nitrogen,P conversion rate(%),lipid(%)
33.06333333,120.9706685177689,0.22360208290051903,17.5,1.8928814014618032,3.31642377720339,2.15175,11.80047793257742,3.583,27.9,0.089034589,48.19,807.0,363.65258229577114,12.837889,0.8252272414311104,0.03,8.7,13.91,0.4637610000000001,2.349468678892896,0.681,22.51612999773,4.89,5.83,2.4400230000000005,2.76,0.5,10.99866667,9.48,16.024,0.0,0.5193888544264785,1.522353805526987,0.729421541,5.750072463021661,39.40822267861,4.16,7.490092002270001,1093.1840108906888,118.46592332139001,0.09,0.565546731,8.725
40.5474166675,69.16694444998889,0.05902970731305575,39.0,0.7863069189431399,2.8838631498391183,9.245,11.965056556265075,0.62625,61.398404255,0.131931036,17.84,194.2,340.3484944858079,0.40940325,0.4242640687119285,0.012,9.17,12.92,0.0324,2.3585456786130132,0.18,7.3662600006000005,0.28,1.29,0.16920413893728,9.56,6.5,8.316666667,9.57556,21.7234151175,0.397,0.16551443847757338,0.4827924465342228,0.6,6.367662571024685,5.8095407496675,3.6966666664999996,1.49700000006,1644.140186429317,16.0532739979125,0.12,0.198085322,12.859
35.17566667,90.90351210475488,0.10253413073353852,51.0,1.2911235417263525,3.0877715804443824,8.27,14.228065771496663,1.667,39.7,0.437584686,40.85,540.5,335.3765312422781,2.778889,0.9010049944367678,0.022,9.45,7.78,0.6590354761,3.927240036892886,0.81181,28.555957959372698,1.54,4.38,1.35328727,8.33,7.5,9.534333333,49.76667,16.258,0.017,0.5943263456108179,0.9809542451998773,0.256134856,5.930907744182167,15.893733666110998,3.23,7.7400671430627295,1237.3275256789489,58.63783633889,1.5,0.1388289545,1.215
33.165,103.37466704332888,0.4550469887947113,20.5,1.6745148551147582,3.1886256177230967,6.74,9.705190192163268,2.804,19.7,0.722778189,86.91,754.0,337.19960988945,7.862415999999999,1.5081545013691402,0.022,7.67,7.262499999999999,5.1734867209,4.343805421853684,2.27453,75.43478745,8.21,9.39,6.377782119999999,2.76,2.5,10.16733333,76.0,6.162,0.004333333,1.18617434733808,1.3360531446831438,0.652891174,5.75890614613574,28.50920265732,3.98,23.1259046790849,1099.917225,92.99466,0.44,0.314467267,6.69
31.55033333,113.53612837340887,0.2688059123755614,33.5,1.8259244234085923,3.2642508068468024,4.22,10.942705890021005,3.334,14.0,0.17144143,60.79,367.0,336.17931830375886,11.115556,1.0168431540803133,0.102,8.04,7.27,1.0690939609,3.2727323713165157,1.03397,32.6220981532201,2.97,3.91,3.4472559800000004,7.13,1.0,10.65533333,25.38333,12.403,0.0,0.7099895482550599,1.4664909031141673,0.530224067,5.616968339771909,35.52488132222,4.48,11.0172950032201,995.423533234109,105.18881132222,0.73,0.822113927,3.988
31.769,87.44743510487687,0.22547225337579407,28.5,1.6093476939431082,3.0579949857709052,3.79,12.036693935041733,2.59,13.1,0.167954612,68.63,396.0,297.082508656077,6.708099999999999,0.9965189411145179,0.102,8.27,7.82,0.9861483025,2.8507065015037334,0.99305,31.548205449999998,2.48,3.08,2.5719995,5.36,3.5,9.351333333,16.3,11.487,0.0,0.6896661287232895,1.2781522025001875,0.567832687,5.636399560002821,24.21995333247,3.633333333,9.286341566335649,1009.2693609999999,82.28170999999999,0.27,0.88133226,0.82
35.51266667,75.3829121053229,0.09189530590118185,17.5,1.3744089638822936,2.9465799383352898,3.58,19.523698585900277,1.889,20.4,0.0864467545,37.14,807.0,308.33280957265913,3.568321,0.6762839640269463,0.022,8.29,7.76,0.2091781696,2.7483389334634705,0.45736,16.2420732281912,0.81,1.37,0.86395304,4.18,2.5,8.682333333,14.61667,20.556,0.0,0.3766265797404364,1.0609104214840983,0.305164194,5.959250512438624,16.400927666037003,2.27,3.9709519731808802,1261.149494014529,67.08342733963,0.07,0.622195773,1.184
33.45633333,101.55936551162887,0.43009491249876475,14.875,1.6065490966665164,3.174534087074826,5.57,10.389827868720866,2.581,14.3,0.156922225,81.41,642.0,337.1617753001511,6.661561,1.2112225229081566,0.022,7.635,7.262499999999999,2.1522650436,3.92953536500344,1.46706,49.0824483751098,6.9,7.02,3.78648186,3.02,3.0,10.07766667,49.88333,6.001,0.0,0.9030271582891656,1.2756420910162956,0.579861774,5.7841449955892354,26.010457675269997,3.933333333,14.784541664890199,1119.3262398880688,86.35079632473,0.12,0.281381529,6.173
31.125083330000002,107.7098027085889,0.05902970731305575,21.0,0.7863069189431399,3.2215420732934716,5.921,11.965056556265075,0.62625,61.29787234,0.206923414,6.465,666.0,309.7863309770189,0.40940325,0.3072902036338896,0.022,7.8,8.0,0.008965065900000001,1.8363816115303957,0.094515,3.5708791575,0.103689894,2.729551451,0.16920413893728,4.5,7.5,10.37833333,5.2899975,16.792,0.397,0.0902979413277338,0.4827924465342228,0.16441517125,5.578589839937269,5.8095407496675,3.6966666664999996,0.6596841778641126,969.3133249869439,16.0532739979125,0.0102183,0.331629873,13.573
31.125083330000002,82.228624,0.17311956273253692,22.0,0.8378544026261364,3.0113120064184646,6.989666667,7.935284027368488,0.702,35.44680851,0.722778189,61.67,699.0,225.20680263644,0.49280399999999996,0.6518375733263617,0.022,7.635,7.64,0.18053340031609727,2.6161785469867223,0.424892222,10.55233996269436,2.162999185,3.666226913,0.298274339844,2.9,2.5,9.068,12.68333333,4.4485827035,0.0,0.354096177176032,0.5318040301511824,0.312799227,5.578589839937269,6.365735999999999,2.73,3.852922669096,969.3133249869439,17.43440399766,0.23780771,0.173899457,1.587
33.04033333,79.53072399999999,0.2882943660654039,39.0,1.4570518178843195,2.9863020610782156,3.183333333,10.885635402756542,2.123,21.72340426,0.186578003,27.74,376.0,294.65369263694,4.507129000000001,0.43588989435406733,0.138,8.09,8.53,0.0361,1.9629077254238845,0.19,6.2776633327,2.162999185,3.389182058,0.40337000000000006,7.7,1.0,8.918,6.12,7.364,0.0,0.173953307123438,1.1387940783009416,0.318592904,5.748072140291908,18.932914,3.76,1.6944199999999998,1091.6636265575091,70.14462765959001,1.166744078,0.477518951,4.241
37.587,83.795716,0.07078583858513264,71.0,1.0862780491200215,3.025557799811466,2.259,15.811204775455817,1.18,29.06382979,0.249173306,34.0,465.0,344.07139800000004,1.3923999999999999,0.6776430653374975,0.022,9.42,9.92,0.21086475388161535,3.3032169733019514,0.459200124,17.259955060788002,0.960880196,1.85883905,0.54185614632,8.9,3.5,9.154,26.2,16.67,0.0,0.3778884253159964,0.7793248768009976,0.469424292,6.130823761942599,10.80172,3.39,4.2035179350959995,1412.7825690000002,44.35266,0.655829076,0.1388289545,1.467
33.95033333,112.7348455152289,0.2750240579141358,16.0,1.6028100324118264,3.258476126964873,4.024,11.062425187878569,2.569,19.38297872,0.11891406,19.07,591.0,360.4733226333311,6.599761,0.4538722287164087,0.012,8.7,10.69,0.042435999999999995,2.046401687601636,0.206,6.993768665979999,5.58190709,6.5323219,0.529214,4.3,2.5,10.61766667,6.74,9.341,0.0,0.1873090983049937,1.2722854445080234,0.202065388,5.826691456564351,27.27678567523,4.325,2.18723933402,1152.6251332181089,87.21840632477,0.007663725,0.168323065,1.424
34.62233333,122.99549337050888,0.4749144942017096,14.875,1.863866948041088,3.3302152077606038,5.612333333,8.339798647301826,3.474,19.4893617,0.237652026,44.63,639.0,383.97321729206885,12.068676000000002,0.9848857801796105,0.022,7.94,8.71,0.9409,3.4688560301359703,0.97,33.583663330099995,8.460678484,9.53722295525,3.36978,2.8,3.0,11.09033333,31.1,7.315,0.0,0.6780335427498971,1.498282863067938,0.590825079,5.884074551703097,38.527817988420004,5.67,10.7576233301,1198.7059652136286,120.27798598842,0.024152346,0.205021726,6.97
