feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,lipid(%),sample_group
3.711753184510661,17.41345861283351,8.697549589200882,10.865564382016291,594.4176746727038,0.05375585162606332,19.807322261573013,4.075035019727036,2.6428049614643006,5.775151888254832,0.004832398144631907,6.641998197040314,0.010909393708680408,0.2447605692348253,6.0284687498753815,0.10920643608496411,0.20474833762907255,17.234770162781512,2.606661816552995,9.14200557681104,4.370281307984853,47.651467123953346,-0.006055965623292924,10.413797764367146,33.872751935228976,0.09255822443046118,0.18405600845052097,0.17840784462315326,1.6843598051474116,2.0
3.1693406951493923,9.416526803194566,7.911156971452196,8.702502957122539,638.9640752960428,0.11508309652305762,20.609042281704745,5.712345273369321,2.950904523226719,9.21662285421264,0.02927641836344374,9.663054397699867,0.12043877709878884,0.21935442319208465,30.04634528568613,0.31735573432599207,1.0260311605616688,45.4519977676608,3.3060773070381293,7.482301230462244,5.745376352534383,47.56086287121069,0.0008093520365355712,11.020533144841524,34.74209539439414,0.24193055422673945,0.6010036544975297,0.2134455084600639,6.960705260254012,2.0
11.018861957127402,58.86511107554004,9.949457530093325,20.56229629697724,502.7241358417712,0.10628382472285776,28.434101901874126,6.595118282161563,9.109767330674345,0.8578992238625534,0.07446815705166195,1.4961061021006037,0.19468942759273816,0.2829538752719456,27.871840478356923,0.3031418153029985,0.40168267754737397,18.486224922260675,16.958443361752117,24.71733876470469,2.590477100057761,44.302966636528616,0.6184275266036027,7.9252455069617564,37.450278013285114,0.7196854900386271,0.22999201303706684,0.3259962981099333,0.1826598206347115,2.0
24.336107718145033,60.74393900199417,8.2497167127842,7.31241439828342,380.47768574088536,0.0732915396608305,8.677715507195494,4.336918145544143,1.922533854832181,0.14922160317955685,0.28209108806388383,1.0412536270577595,0.022641867546580263,0.049552095441414985,10.183807239967301,0.09325848673706774,0.15725604948196623,26.138145532417596,12.912115002389399,6.885209700334812,1.3641938027763847,32.43040433235356,0.4164439889327501,9.646291216651926,40.183487823369205,0.3982727431609759,0.2757178346438226,0.8168003802791046,13.47137894914815,2.0
18.269083320592042,42.16453977488874,8.912292179239891,12.068065820966938,181.05085569398017,0.08127912633560208,10.346373431889251,4.039919463578596,1.3614063357377468,1.398280027646306,0.05131117547762153,1.6736348462613202,0.016574402399184264,0.038299652142009755,16.50823324909722,0.2357955539373309,1.1065208159523827,32.06609339137637,18.7617487260591,13.352914379080627,3.2895492112153044,46.36700880794359,0.6446693677515027,7.707177355044506,39.237172730615995,0.251700769660158,0.919209070517134,0.38460060451901124,2.1023417535332145,2.0
29.76985378374438,91.32186137484486,8.919585464341736,12.776297800799881,449.0920112609367,0.07875052484558279,22.918160335083545,5.379897848837813,9.764285471030794,0.16151873528874297,0.08168989317298894,0.9384649117006415,-0.00021644974621542372,0.08954235793312523,6.967148943587354,0.15258977341915592,0.27635561392082897,8.609982967913428,14.281869187445006,10.426131229672333,2.2258880972061874,41.38883720053374,0.5235440140969714,6.531163496916885,35.896902717182066,0.2234938351938566,1.006227818656067,0.22702348731806996,3.3713060102945174,2.0
8.026556534053627,56.70515503700279,9.629284166077676,11.288958172497496,126.0757984525586,0.11979113402182151,26.865093078741722,6.9624383471548175,17.22720236508781,3.684714339299944,0.14403886415899225,3.8072315040543114,0.02022837029302545,0.06872351407642394,13.298355342901244,0.1803020756198919,0.5182077902565486,24.019712905434275,18.8983364285757,9.21751604550853,4.15380879416626,47.70083780031606,0.831082034843241,7.4439300362335645,41.82435616663682,0.45716065964886804,0.7051680593005714,0.43649612660698794,4.093511733364328,2.0
19.434856362808777,53.42102350661319,9.040694300845955,7.9847026516660815,212.48514764773776,0.057397548829203435,39.478480139215435,10.457932285576836,9.36638362824116,0.26649292985415113,0.2008287495234102,1.0381373514346541,0.0057613312380627975,0.04154295910611172,6.700546595143892,0.14940705141428942,0.14316305768515522,5.689209131348866,17.186841004415548,13.485337747286682,2.4826318502000535,46.03203729404899,0.6084719960161572,4.904477390092301,37.62241951578288,0.5007842405981175,0.25537275439558954,0.3432302820584804,11.719042521732058,2.0
4.7623352185099215,42.376139063707505,8.301202221428532,7.6760618304583845,501.283917069136,0.07446168955649557,18.9778615597611,4.964529003531032,11.736130479493951,0.7250446726659923,0.0715843883291519,1.494010877574846,0.000748099147379402,0.005588228998410956,11.691087501782897,0.20298611214050527,0.608052649120714,27.38539863279191,16.813512861066265,10.613004471910362,2.805244682926865,48.770001874455055,0.6010918729974525,7.436849825916737,40.010265975458,0.31625022365179356,0.661664655899038,0.5876670396201996,13.1858330402216,2.0
27.221802907692005,77.3006929851455,8.152649583109216,7.400547925371085,420.5253711323647,0.07797457970290703,27.825384222878363,5.22222951145976,15.551944306641722,0.6737891374842928,0.768136248235635,2.5089391896822373,-0.016230944578829072,0.045355774872905416,15.041447064513175,0.23098733120387893,0.7901115427123749,37.21746824865202,17.028988255287057,5.63576127893565,2.8600743078472934,38.69253907680625,0.590312435932662,9.403665429015529,40.45104944810433,0.12864447356703623,0.452816896281111,0.7805870801273979,14.935207627872206,2.0
12.724287241726037,63.21014640464011,9.282551670676122,17.21571588359694,556.1074012764193,0.13747639593729616,62.60347443972819,7.106154539200651,14.015326025872115,2.83718427704924,0.5447224316627792,3.822182553639439,0.07862299464065993,0.08229513618226655,22.02267530767039,0.2684793788525058,0.7062319014696177,65.66245111056165,3.3795753624383935,7.071957054818045,4.235567101032935,48.17156941595488,0.6957741058851772,8.268978104064436,33.382958692892956,0.17602246161545868,0.6029802207016502,0.3873153915528982,0.4377726625310763,2.0
21.131983047324624,43.21581859438012,8.137975795683317,9.200549438155981,322.33776784640054,0.08164166729773699,17.769695847120907,3.1938513922498215,1.1192057794126955,4.139372205263502,0.08069296642591242,4.558589375903929,0.039197474485696854,0.06510164560959682,15.26256287713279,0.21706948247512292,0.3807306592832652,50.87549338271925,4.881702593002078,5.688318044397394,4.25762759777957,49.374486907089455,0.5322272030548983,6.8003270371735685,33.02271682242797,0.16199673589874405,0.5739724858917449,0.8116129864560288,1.2985847981494725,2.0
12.60030417457055,45.06600035442077,8.171981441556353,8.397359046761549,468.93686219006776,0.08199278360189742,23.04005182817419,3.958928626116787,4.952575662694286,4.1467359012889755,1.1336556893358714,5.2178559306621874,0.0035449865933096254,0.00873128972670903,7.438327184558207,0.10312903034712505,0.24413484727445725,49.91390707600519,4.208543395523868,6.6524026105777025,3.926147782323357,47.33465979862228,0.41383609846037833,7.7133069181551965,32.32054748100376,0.10965611645887537,0.5497638581076633,0.8543021362050189,0.3158776485323121,2.0
4.134497556701952,32.743219771962444,8.48280380952062,8.682860972056158,535.5528224403918,0.11964837133524817,26.898556314937647,3.6609014925305763,1.4965983429284122,2.044222891228291,0.07294044632105928,1.9894752713810477,0.039542578826570494,0.01994917147520925,7.120166974808213,0.11460903982928791,0.19335356503223178,42.54507925778814,5.104271385349152,5.079915859820533,4.381102474404785,49.071505203742674,0.49746792410044766,8.150915364334253,31.905737959189512,0.17613320882521386,0.5960424696704641,0.8819009621232172,1.7973305602794214,2.0
15.548637773005925,47.52233031603795,9.23434833250412,10.074822014789072,192.50021298235652,0.09849528010768714,41.56949320910493,6.297999175905548,2.5071109217837195,0.0004609658741519945,0.05131058060308665,0.06516372599416256,0.0364697811328767,0.035795125197209454,5.1590297953536846,0.07241470822708104,0.04273211818738752,5.293727912167721,2.8480210614095185,17.522555758144748,2.3086080860947855,46.01414210008951,0.45609334427389686,7.884570291153798,36.11884609574227,0.2116804441350794,0.34620742966260976,0.2411609156852339,0.8309618949117545,2.0
6.368334471968966,36.7544322069601,8.609617462977326,10.017402257395462,741.5461361661929,0.1395827236113544,45.1207292267906,7.485765990353925,1.0126676035333888,4.639050492373936,0.8175845920271312,6.67855747541304,0.579542202576882,0.7442319822492647,1.6827577776144667,0.020557574720108333,0.09364488320564099,6.257789291907681,5.1315107483352635,10.428656885517356,6.058082162190617,42.42791218871128,0.7411723745341432,4.850012631895562,32.729591865400565,0.44347048150111784,0.07154978344005015,0.14715763492992867,1.7573402924745833,2.0
12.003110543551148,29.57360586470647,8.194644833429429,10.485473772225525,500.1102858947516,0.05094190667110427,17.63481877950256,2.112172037889968,1.5888056656956477,4.83529955841851,0.39700147024369203,6.2507050683531915,0.04904952203097072,0.06921444466047524,11.469877055615925,0.23768582649451933,0.6157339111959621,62.63713276884897,3.6593696367896946,4.758734702814496,2.985578785151066,37.77303090415787,0.396505576764686,6.624631800483695,33.773751474068085,0.16970502537477325,0.4521688451909835,0.7300884932698891,-0.4235579271922869,2.0
46.377143177383,75.576223584308,8.139810022339589,10.542016040223032,510.07459297705736,0.06973574445813187,25.591210956856017,3.9404898647683995,5.470223061143463,3.502135509027612,1.4606995798079918,5.760282962772318,0.020530051916989738,0.2819521001532182,6.5264021207443985,0.16756654606457458,0.4934455305125076,58.3017735309972,3.416031854775271,3.9215108190755044,3.0771026543039586,37.251555860022286,0.36824878294334984,3.1125204141418137,32.0408133071807,0.14055999558521015,0.4677894259653192,0.9394236777263468,0.783744022360164,2.0
4.35479313025044,22.180677395939444,8.55599815797092,11.5152239972795,818.5574190412923,0.063999647822879,15.562687388468396,2.977543101119427,1.1729420994990054,3.529863394051366,0.06988072851288205,4.299478002775878,0.016931654493946936,0.028124137984092717,7.049235154203292,0.14394825875195502,0.4608655084641241,58.94520161912682,2.13964973291112,5.1156623085344455,2.7563883288479643,34.891486474286964,0.45037779026763497,3.2003642517776227,32.503592972725876,0.09405498856316802,0.4487722842833015,0.8933069268425806,1.2248590473834469,2.0
15.323908555427712,41.569878919428454,9.233244417274236,12.009240145791903,178.78833500343197,0.05980170030569732,54.00357660961924,8.96591681496093,1.3913837704231584,-0.09278059900090688,0.003464351648283323,0.9364388529971357,0.01692763152991466,0.06457301900902991,5.63142264832485,0.10566924555288393,0.11378813579335842,12.616714084686231,2.0858891689902244,13.84484579429679,2.4335179082248706,47.34555370237606,0.43154796558042,7.836182347264097,38.2072061710118,0.1496392660435815,0.18338499762068622,0.2638439928558283,1.7572359541530902,2.0
3.7000719845165713,40.70117872939823,9.027012597562393,16.017996071343134,744.2447127662219,0.12063164870229319,31.93132612486653,4.141876585711631,0.7029870816625559,6.963226228165637,0.13670477578629683,8.848059696744453,0.6367403117474046,0.7943399167703721,75.660929139362,0.4635597820944952,2.503966305910534,65.25914613408438,5.3686948099301155,12.471750718981072,6.345833387086296,45.199778340005665,0.42211374131980006,12.708670494866537,34.32901890443571,0.4186054287984729,0.5632315830022406,0.24925613614114261,13.907016748965873,2.0
2.000857995411134,32.14029036840142,8.498088553713437,14.802682360069824,737.5000862870098,0.11290080632585633,32.34345001331639,5.527030985410755,1.595277665003778,12.520770265419811,0.174338646292676,14.093224201747137,1.3049418496904353,1.7159181581645953,83.06105278307282,0.4344068535388665,2.5276069064968723,104.56946118212915,3.990314122261349,8.483969840459796,4.556684109100569,39.550141564414936,0.1846155621673982,11.157786643762856,34.51062886854394,0.47098549406009,0.9448622673376813,0.2391172659721162,9.64536328216051,2.0
7.453101562657225,23.566682665302768,8.423659018323612,12.89529108895981,571.7217630259167,0.030582396364324894,18.982668763864307,1.5118093624212392,0.6962159512139214,6.098683290222559,0.4755620516562998,7.833944087523266,0.025630905226751242,0.03807846964473755,9.407052894722987,0.14050179243769992,0.6045304667776813,46.005146356604314,3.9892469819505054,18.375777001201484,4.104238614024627,47.933617007976125,0.010928582235478018,10.598879834441306,33.56697217943805,0.12244205646140274,0.7202408629082022,0.5390981024537177,5.342399168681,2.0
5.957519604934284,26.50834096111229,8.140014299184465,12.326573384597545,540.9754688170266,0.03370098694240384,14.236099314894913,2.4383102039949396,0.5053812604637686,4.925322015446482,1.9580416414583919,7.4999777158683845,0.009088158454030795,0.0924530658776064,9.17757348861757,0.16780584111373772,0.8990090210446794,54.81158733694307,5.09340816472096,17.071193440003846,4.260470520398012,48.92193670215014,0.0045941789126386695,10.742461478167883,33.604228432604764,0.08851887023104743,0.6036027040141216,0.4591234180008768,10.158625838469037,2.0
3.219068587868794,17.384409843606583,8.636709171305556,13.814490924853386,909.9336959150133,0.030962157109465916,27.155753246867697,1.7724598938613136,0.6867752598582962,4.9694893104373,0.08412472949110479,5.773255670056441,0.025238751921221526,0.016337419447939615,11.179295335339864,0.13646212112838346,0.7189369837236842,50.141365107062896,3.876496535112291,15.897886166749204,4.1817469420722695,49.08282489543591,-0.012265779038131757,11.033662884007704,32.861099694085794,0.10194871485095872,0.7241387236906114,0.5682145528024272,8.575918156548056,2.0
9.693150570475687,38.74652968776557,9.18749994163249,12.845376820860684,202.8886211871624,0.05177262449983924,70.4941232679163,11.53102163897075,6.277738886528195,0.1814630096033803,0.13263684387272875,1.317779633955716,0.01626139670764423,0.07292885104628244,10.243255594157006,0.13852888596873864,0.19277342552473337,17.530543087059694,0.4347320404664102,27.654120754221992,3.6120713626675243,43.54394864031782,0.3229085550885423,8.303678338274349,40.55100167156237,0.14114539998902803,0.5939131818307127,0.1968846505068602,12.782709901337716,2.0
8.486036932187448,51.18650091044349,9.471161575867646,7.711570589127736,545.616717247143,0.09857049283931793,40.25024124214942,8.340146730464049,7.292157215927403,1.6978903776586802,1.5468208154790957,4.504999037256809,0.1279066979578091,1.2369462566388898,49.531594838273165,0.45708617366042825,0.8112047203590346,40.461116671882806,1.9021774151185624,15.785735093674747,3.173243342321501,45.64001423763743,0.029898350050966485,9.718897164050464,35.157751120930655,0.43574901805726035,0.25693136698227786,0.1404948932144886,1.3636278902906116,2.0
2.3241267726148327,20.733365391233644,7.699088259597121,7.288738580947186,755.8905175713082,0.11265656701496932,17.686723343540645,6.817272099294667,2.354672560929697,7.943845230843117,0.4525703225623384,9.602492220272119,0.12177237121218963,2.447401863120543,77.69603699060856,0.5096230069624132,2.3256452052864787,112.65191376521652,2.8261769708109985,5.693926456373589,3.9667458314264885,38.37660546479798,0.03379913896365671,10.148356418039503,33.18613258282286,0.7493558500260142,0.653386944949053,0.33694739156705855,6.980580037919288,2.0
6.8373432149820745,33.690522459790635,8.017853538113263,7.062580505647597,360.89940735452404,0.039938710178496206,13.68027011610322,4.141069817459132,0.6875338423558909,2.957917323819198,0.6929993656423731,4.0275735992209825,0.10300193478101834,0.05878493522805099,25.058057343180366,0.28340082478246326,1.0439181850552837,62.50937200347755,2.7827121961705616,12.436609122040016,4.471374438734169,49.22241638536018,0.0028936785982995104,10.574200829270922,31.49560791874045,0.16278591387734215,0.542458542922156,0.8223965665816098,3.954342031822938,2.0
6.2535949958233354,28.440612514321334,8.248869595959901,7.582145060981304,378.0189989797376,0.029378514965599158,13.29894696145513,3.847990384626937,3.1486791951821598,2.610129157122961,0.2581216698768635,3.102707515741141,0.12159418684099793,0.18820267914181946,16.01751903884845,0.25876002170259993,0.9259811799080717,67.707554797358,2.5279291624800284,11.198559000799225,3.626263169719482,43.756123430287936,-0.0030519288585195196,9.281202368030169,31.79792832606794,0.1727600142176697,0.5554345710582318,0.9094399799378283,0.7113383962674853,2.0
4.133661743497395,17.51845395144395,8.31112466680083,7.796646020511245,843.5047272335717,0.017475143377318605,19.943877204670848,3.6212083689880146,2.2458783364139814,0.8257834394215824,0.06918288423898372,1.337806254885088,0.12188067144006244,-0.06843921588335222,14.0394385347826,0.22056364936945475,0.4623424811128293,35.821819330792756,2.261109396428918,20.30291499182265,2.322219861947425,44.89334934809025,-0.008771124344644316,8.87387759712035,35.30792929111157,0.0941936168884187,0.31654107045286023,0.61330186628118,1.184127432750049,2.0
3.6744845992143556,11.255202199394718,7.5386111727264975,7.2809052298031505,640.6606663647784,0.07234175464122361,14.890963759344237,5.37068202460969,3.289808094175687,6.658291150530166,0.14539000948186406,7.194290821368632,0.1101837537073524,0.21654564000384713,48.720183372456795,0.38524789804989296,1.457459038888077,82.41005673121106,2.966221755694425,6.408800629855391,3.9030521233465723,40.804622809765306,-0.02284899676255115,9.990718637682834,33.62182855360658,0.1744891206695246,0.5658269121381876,0.27352414298057814,6.318112499595056,2.0
4.487588802924269,21.27428030982182,7.77585109249755,8.066634111668257,661.2748498104074,0.11047608386326452,61.704726507562874,5.921732084877897,7.403040511132586,0.06882346335212469,0.008045480650478016,2.6723141808343644,0.12029756901247203,0.5574078695705144,5.120059518415199,0.11503272241009191,0.08478801096996101,4.381815663455168,0.7438905716899338,16.900004633738778,3.6134358507319644,43.96570973424162,0.28656114000425154,10.256762597478986,29.644546522240564,0.20847769298575825,0.01969913793841642,0.36122184636037713,13.224498620408532,2.0
3.1998958892443783,22.490331273396695,7.386277930421009,7.554727874576142,691.1441801579006,0.1404725991038552,35.32158063899484,6.935852301813887,2.060224328752163,2.2717374699444317,0.21142927242441154,3.703236181079855,0.14865030247788744,6.450546122708127,10.021595993910893,0.24428981461075933,0.45920746281600067,64.1819375325347,0.34052087922712204,4.200129043210647,2.704936028323328,21.631914794409557,0.03589118558332895,8.905839475471247,24.878855774877973,1.103759761969809,0.3251448947679462,0.17519893025653344,1.032773757154565,2.0
7.84478948514968,38.61657250824377,8.098027536257716,8.476073064933193,382.19834665768934,0.07238835554563583,22.004255973021877,3.1799976177444695,1.2501942870383569,2.1555270781339564,1.1231457276403392,3.5843895951569342,0.12699214684392598,0.1579108034216997,5.493393777677152,0.10384160040845242,0.1234342762191304,31.76473437099709,2.4334734355977057,7.4292275028816,3.7570431318346316,41.014679851073076,0.007073098812866602,8.987614479990105,33.135632837389416,0.18755205054413007,0.31634911577113123,0.4755127327923555,4.108117628850287,2.0
8.808389481774311,72.1099711849623,9.437704649289575,9.457967028124687,471.5406760703426,0.06432225644671814,29.049896136306437,2.2147121558789453,3.749763791922065,1.0986405777944075,0.6368242399627845,1.9218062586724252,0.11163378878816323,1.023055912753824,25.54072447464363,0.3370262464555134,0.4889075850368294,34.658125564674975,1.3931731722644844,16.820820571948897,3.3554465608939146,53.72808480066805,0.010863811178309101,9.235383028912265,37.79092719202786,0.256874984678891,0.47342034786135095,0.07613201727052099,1.172358212084819,2.0
4.287534514698873,15.136636735863547,8.695136027781395,10.572950988627733,584.267087729786,0.05276084531498385,18.792810966679575,3.988894969308408,2.079262496323767,5.612917751692982,2.9642286948836025e-05,6.405925876777077,0.02001216817040789,0.21606896715603802,5.048926526126566,0.09390435596783242,0.18202700034068914,17.864402968925262,2.812859896272215,9.28436652695767,4.310751894473753,47.25076310573229,0.008624411981507237,10.483958913073966,33.96061321522485,0.1219300933838795,0.21753642367616083,0.15096521269566585,1.3013508541667735,2.0
1.380773105775799,9.179990368072803,7.99370576697053,8.904679729983396,641.0907344059937,0.11618642278859027,20.09047951252356,5.501357233938645,3.1058407405864297,9.286203980759769,0.05022259785989225,10.405785601065908,0.12821210004022163,0.22923258001608418,31.073097088376603,0.30847426184460974,0.9483468461208482,44.105020678537976,3.3199216170316146,7.359516109090443,5.625700308060557,47.619103564849794,2.810454026403849e-06,11.089329887067274,34.56609151253578,0.23933947805290395,0.6002066569564775,0.19352166210806684,6.934330454552023,2.0
